filename,true age,estimated age,abs value diffs,diffs,,,
1_0_2_20161219162626830.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219162649582.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219162719255.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219162726231.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219162758303.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219162808591.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219162817126.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219162846063.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219162847615.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219162852759.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219163559031.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219163930672.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219185955277.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219190003947.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219190025955.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219190110523.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219190530474.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219190740218.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219190831555.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219191035251.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219192733154.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219193503635.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219193903835.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219193938507.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219194543059.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219194716652.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219194721851.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219194800523.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219194804739.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219194811588.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219194820459.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219194845363.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219194849659.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219194859803.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219195130076.jpg.chip.jpg,1,2,1,-1,,,
1_0_2_20161219195200555.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219195258747.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219195334724.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219195639772.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219195643627.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219195703108.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219195737467.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219195800652.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219195848259.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219195959395.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200004228.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200015132.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200048084.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200052700.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200203132.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200242220.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200342123.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200427051.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200503284.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219200532811.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219201312292.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219201319628.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219201331164.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219201403764.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219201442357.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219201523620.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219202542596.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219202752764.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219202906108.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219202914180.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203016316.jpg.chip.jpg,1,2,1,-1,,,
1_0_2_20161219203105373.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203112116.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203122004.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203140692.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203148028.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219203154684.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203156557.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203236876.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203256078.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203310132.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203325644.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203335428.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219203514252.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203650636.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203720956.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203724580.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203743797.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203943516.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219203954396.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204010237.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204012884.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204024196.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204108580.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204151442.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204156668.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204252348.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204409620.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204418485.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204515493.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204634589.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204653181.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219204655933.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204736996.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204836612.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204845029.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219204848341.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219204858548.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204951309.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219204958037.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205016902.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205111061.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205225773.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205313061.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205318388.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205548949.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205702141.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205717701.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205758717.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205827749.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219205836181.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219210310309.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219210754437.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219211107805.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219211231133.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219211244365.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219211357821.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219211407518.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219211505437.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219211706614.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219211707638.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219211823957.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219211828974.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219211836743.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219212444782.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219212502046.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219212510086.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219212516942.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219212535950.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219212555694.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219212557190.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219212648582.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219212700566.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219212824950.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219212929702.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219213454832.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219215433975.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219220247471.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219220503943.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219221744255.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219221751759.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219221816327.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219221845695.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219221908887.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219221912695.jpg.chip.jpg,1,1,0,0,,,
1_0_2_20161219221919847.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222014119.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222035808.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222040503.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222043223.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222046607.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222119639.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222219286.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222456375.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222459119.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222527222.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222549447.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222555031.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222602319.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222609775.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222749039.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222752047.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161219222832191.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161220144911423.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161220144914327.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161220144957407.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20161220145040127.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170109191125532.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170109191209991.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170109191453449.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170109192102236.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170109192222822.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170109193535757.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170110212743721.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170110213009014.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170110213415212.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170110213523297.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170116194202388.jpg.chip.jpg,1,0,1,1,,,
1_0_2_20170117195243732.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219140604000.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219140638264.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219140803696.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219141431352.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219141502337.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219141525504.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219141709601.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219142012569.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219142015873.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219142106376.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219142147841.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219142150994.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219142156353.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219151127243.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219151131108.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219153256492.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219153429836.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219153439021.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219153514108.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219153531852.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219154531437.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219154533821.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219154612988.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219154712061.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155353413.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155356357.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155627605.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155705613.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155811293.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155907501.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155909061.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155922221.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155926197.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219155927997.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219161741126.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219161751262.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219161757030.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219161814470.jpg.chip.jpg,1,4,3,-3,,,
1_1_2_20161219162021366.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219162024742.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219162113982.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219162225422.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219162243182.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219162415934.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219162419463.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219162523262.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219162635831.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219162730478.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219162843079.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219190719971.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219190745330.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219192240930.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219192458643.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219193320219.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219193510436.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219194531091.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219194655428.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219194735341.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219194839971.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219194854052.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219195107011.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219195213195.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219195252187.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219195318220.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219195630371.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219195732971.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219195916355.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219195923075.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219195928428.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219200100707.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219200119571.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219200152877.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219200230867.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219200258716.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219200309555.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219200451724.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219200456451.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219200539420.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219201159932.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219201453804.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219202106997.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219202514684.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219202522028.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219202727078.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219202741628.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219202852780.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219202945116.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219203303165.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219203318222.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219203352244.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219203432220.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219204304845.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219204430596.jpg.chip.jpg,1,4,3,-3,,,
1_1_2_20161219204523605.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219204542005.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219204636789.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219205048452.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219205233581.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219205514837.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219205522365.jpg.chip.jpg,1,1,0,0,,,
1_1_2_20161219205644669.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219205649948.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219205734821.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219205821918.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219210324181.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219210327381.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219210955701.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219211002173.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219211316389.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219211423014.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219211512447.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219211701334.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219211944925.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219211948405.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219212221341.jpg.chip.jpg,1,0,1,1,,,
1_1_2_20161219212313989.jpg.chip.jpg,1,0,1,1,,,
